sno,latitude,longitude,pothole,rating
2232,12.9928 ,77.6378,29,6
2233,13.0661 ,77.5702,18,10
2234,13.0194 ,77.6421,16,5
2235,12.8891 ,77.5582,33,3
2236,13.0391 ,77.5271,31,2
2237,12.9269 ,77.6022,20,4
2238,12.8888 ,77.6643,26,9
2239,12.8803 ,77.6413,33,1
2240,12.8974 ,77.5865,32,4
2241,13.0511 ,77.5298,24,4
2242,12.9397 ,77.5341,17,10
2243,12.9512 ,77.6441,22,4
2244,12.8990 ,77.5309,21,7
2245,12.9533 ,77.5887,21,8
2246,12.8611 ,77.5398,16,4
2247,12.9842 ,77.6842,29,9
2248,13.0092 ,77.6588,26,7
2249,13.0211 ,77.6527,29,7
2250,13.0709 ,77.7145,22,8
2251,12.9595 ,77.4928,21,4
2252,12.9281 ,77.6887,31,10
2253,13.0218 ,77.6062,22,4
2254,12.9739 ,77.4848,26,10
2255,13.0452 ,77.4871,30,4
2256,12.9315 ,77.5485,16,5
2257,12.8923 ,77.5950,31,8
2258,13.0397 ,77.5052,27,3
2259,12.8476 ,77.4865,22,8
2260,12.8508 ,77.5779,35,9
2261,13.0539 ,77.6649,15,6
2262,12.8900 ,77.4837,19,8
2263,12.9250 ,77.5015,28,7
2264,12.9944 ,77.7294,26,2
2265,13.0130 ,77.4958,19,3
2266,12.8835 ,77.5838,31,3
2267,12.9300 ,77.5452,19,1
2268,13.0334 ,77.7049,23,3
2269,12.9785 ,77.5993,31,8
2270,12.9299 ,77.6815,26,9
2271,12.9851 ,77.6586,26,10
2272,13.0184 ,77.5485,25,5
2273,13.0146 ,77.6751,34,5
2274,12.9683 ,77.7128,34,10
2275,12.9796 ,77.5461,23,8
2276,12.8456 ,77.7484,30,5
2277,12.8912 ,77.7393,35,4
2278,12.9810 ,77.6424,31,9
2279,13.0408 ,77.7170,31,6
2280,12.9779 ,77.5479,15,4
2281,12.9672 ,77.7324,28,10
2282,12.9064 ,77.7258,27,5
2283,13.0047 ,77.6243,30,9
2284,12.8931 ,77.6514,17,3
2285,13.0949 ,77.6376,25,7
2286,12.8845 ,77.6095,30,9
2287,12.9116 ,77.6100,34,2
2288,12.9615 ,77.6859,31,7
2289,13.0964 ,77.5290,19,6
2290,13.0745 ,77.6175,20,2
2291,13.0952 ,77.4950,21,1
2292,12.9348 ,77.7363,31,9
2293,13.0471 ,77.6776,34,5
2294,12.8933 ,77.5477,29,7
2295,13.0568 ,77.5364,16,3
2296,12.9439 ,77.6782,20,6
2297,12.8673 ,77.5662,29,1
2298,12.8778 ,77.6550,23,2
2299,12.9325 ,77.6884,18,3
2300,12.9511 ,77.7451,16,1
2301,12.8710 ,77.5004,33,5
2302,12.9924 ,77.7412,23,4
2303,12.9247 ,77.6757,33,3
2304,12.9880 ,77.7360,23,9
2305,12.8602 ,77.5045,18,1
2306,12.9732 ,77.5967,33,4
2307,13.0345 ,77.5813,30,5
2308,12.9737 ,77.5719,33,7
2309,12.8399 ,77.4959,30,10
2310,13.0148 ,77.5792,35,7
2311,12.9183 ,77.5827,27,8
2312,13.0175 ,77.6212,33,1
2313,12.9010 ,77.7347,30,1
2314,13.0197 ,77.5333,24,4
2315,12.9315 ,77.5948,35,10
2316,12.9671 ,77.6187,33,7
2317,12.8927 ,77.5780,22,9
2318,13.0088 ,77.7268,21,4
2319,12.8590 ,77.6896,20,9
2320,12.8742 ,77.5536,18,2
2321,13.0411 ,77.6009,32,6
2322,12.8693 ,77.7446,35,5
2323,12.8603 ,77.7271,32,5
2324,12.8432 ,77.7299,18,9
2325,13.0385 ,77.6440,23,3
2326,12.9429 ,77.6762,30,10
2327,12.9426 ,77.5705,33,5
2328,13.0423 ,77.5938,18,5
2329,13.0331 ,77.5838,15,9
2330,13.0821 ,77.4917,29,9
2331,12.9694 ,77.6103,18,7
2332,12.8414 ,77.6218,28,5
2333,12.8620 ,77.6718,35,2
2334,12.9954 ,77.5475,19,10
2335,13.0337 ,77.6157,17,3
2336,12.9563 ,77.5273,30,6
2337,12.8454 ,77.6904,28,9
2338,13.0395 ,77.5851,23,8
2339,12.8590 ,77.6480,32,8
2340,13.0079 ,77.5926,34,8
2341,12.9794 ,77.5044,26,7
2342,12.8700 ,77.5387,23,2
2343,12.9694 ,77.5422,24,2
2344,12.8697 ,77.6863,23,4
2345,13.0482 ,77.5545,22,3
2346,12.9255 ,77.7060,15,9
2347,12.8790 ,77.6404,30,9
2348,12.9681 ,77.5307,28,7
2349,12.9026 ,77.4980,33,4
2350,12.9086 ,77.5684,30,2
2351,13.0904 ,77.5734,30,5
2352,13.0509 ,77.7286,17,4
2353,13.0408 ,77.6382,16,8
2354,12.9091 ,77.6455,32,1
2355,13.0801 ,77.6917,24,9
2356,12.8766 ,77.5014,15,8
2357,13.0953 ,77.6210,20,8
2358,12.9998 ,77.6682,27,10
2359,13.0220 ,77.5556,21,6
2360,13.0176 ,77.6933,18,5
2361,12.8813 ,77.6531,22,5
2362,12.9635 ,77.5896,26,4
2363,12.8493 ,77.6212,18,1
2364,12.8974 ,77.7433,27,3
2365,12.8902 ,77.5397,32,10
2366,12.9122 ,77.7288,31,8
2367,12.9417 ,77.5001,24,6
2368,13.0016 ,77.6938,19,7
2369,12.9635 ,77.5685,29,2
2370,13.0611 ,77.7120,23,1
2371,12.9464 ,77.5993,22,1
2372,12.9823 ,77.6710,26,8
2373,13.0191 ,77.7395,34,4
2374,12.9433 ,77.6400,28,5
2375,12.9817 ,77.7301,21,5
2376,12.9328 ,77.5834,31,2
2377,13.0272 ,77.6042,18,5
2378,12.9393 ,77.7005,24,10
2379,12.9603 ,77.5566,24,10
2380,12.9751 ,77.5435,15,3
2381,12.8982 ,77.6612,24,10
2382,12.9258 ,77.5093,22,2
2383,12.9717 ,77.5532,30,7
2384,13.0535 ,77.4828,28,5
2385,12.8814 ,77.6674,23,3
2386,12.9698 ,77.7494,26,7
2387,13.0682 ,77.5672,34,4
2388,12.9262 ,77.7445,32,10
2389,12.8736 ,77.7044,35,1
2390,12.8969 ,77.6262,23,10
2391,12.8401 ,77.5236,18,1
2392,12.9990 ,77.7025,20,9
2393,13.0092 ,77.6979,27,9
2394,12.9094 ,77.7208,35,2
2395,13.0490 ,77.5822,20,5
2396,12.9785 ,77.7211,18,8
2397,13.0638 ,77.6773,16,3
2398,13.0203 ,77.6060,27,4
2399,12.9809 ,77.7064,35,3
2400,13.0306 ,77.5930,20,3
2401,13.0333 ,77.4995,26,9
2402,12.9983 ,77.4933,17,4
2403,12.8596 ,77.5906,31,4
2404,13.0202 ,77.6584,32,5
2405,13.0372 ,77.6355,16,6
2406,12.9824 ,77.6381,31,5
2407,13.0351 ,77.5014,22,6
2408,12.9997 ,77.6818,23,6
2409,12.8615 ,77.6005,17,3
2410,12.9276 ,77.6153,35,9
2411,13.0697 ,77.7299,15,5
2412,12.8608 ,77.5549,25,5
2413,12.9739 ,77.5436,33,9
2414,12.8944 ,77.6732,33,9
2415,13.0138 ,77.5764,25,10
2416,12.9727 ,77.4910,20,6
2417,13.0631 ,77.5066,21,3
2418,13.0105 ,77.6306,15,5
2419,12.9309 ,77.5761,20,8
2420,13.0043 ,77.4901,28,5
2421,13.0728 ,77.6990,17,4
2422,12.9222 ,77.6168,21,5
2423,12.8824 ,77.6543,34,9
2424,12.9958 ,77.7301,28,1
2425,13.0598 ,77.6465,20,4
2426,12.9106 ,77.7032,23,3
2427,13.0626 ,77.5500,21,2
2428,12.9410 ,77.4929,31,2
2429,12.8814 ,77.5965,35,6
2430,13.0894 ,77.5395,18,10
2431,12.8923 ,77.5907,15,4
2432,12.8760 ,77.5818,23,1
2433,13.0123 ,77.7334,28,2
2434,12.8412 ,77.6692,22,6
2435,12.9151 ,77.5334,25,4
2436,13.0947 ,77.7409,33,7
2437,13.0873 ,77.5651,24,6
2438,12.9599 ,77.6241,31,3
2439,13.0682 ,77.6765,23,3
2440,12.9981 ,77.5324,28,1
2441,12.8853 ,77.5033,31,3
2442,12.8547 ,77.6639,29,5
2443,12.9671 ,77.5084,22,6
2444,12.9660 ,77.7261,20,9
2445,13.0668 ,77.6362,32,5
2446,12.9513 ,77.6093,32,10
2447,12.9889 ,77.6441,17,5
2448,13.0799 ,77.6073,16,10
2449,12.9800 ,77.5648,22,8
2450,13.0114 ,77.5891,27,10
2451,13.0134 ,77.7149,31,10
2452,12.9488 ,77.6010,32,10
2453,12.8511 ,77.7293,35,2
2454,12.9975 ,77.5540,25,1
2455,12.9915 ,77.6257,17,4
2456,13.0603 ,77.5925,28,5
2457,13.0948 ,77.4998,23,6
2458,13.0062 ,77.6790,30,2
2459,13.0990 ,77.7288,33,8
2460,12.9360 ,77.5770,27,7
2461,13.0863 ,77.5252,30,6
2462,13.0849 ,77.5074,30,7
2463,12.8530 ,77.7013,33,7
2464,12.9874 ,77.6744,33,10
2465,12.9434 ,77.6573,21,9
2466,12.9810 ,77.5750,31,2
2467,13.0647 ,77.6035,24,5
2468,13.0073 ,77.7133,18,4
2469,12.9383 ,77.7465,15,4
2470,12.8843 ,77.6200,22,7
2471,12.9516 ,77.5523,31,2
2472,12.8942 ,77.7391,19,6
2473,12.9284 ,77.5119,25,10
2474,13.0082 ,77.7237,30,2
2475,13.0658 ,77.7251,19,7
2476,12.8906 ,77.7244,27,10
2477,12.9638 ,77.5121,26,9
2478,12.9608 ,77.7319,31,7
2479,12.9607 ,77.6335,27,9
2480,12.8899 ,77.7141,33,9
2481,12.9471 ,77.6659,20,5
2482,13.0610 ,77.6928,31,6
2483,12.9119 ,77.7329,26,1
2484,12.8545 ,77.5827,24,5
2485,12.9046 ,77.7074,15,4
2486,12.9952 ,77.6955,16,2
2487,13.0206 ,77.5365,20,4
2488,13.0048 ,77.5224,20,10
2489,12.9001 ,77.6382,18,3
2490,12.9109 ,77.5291,33,4
2491,12.9968 ,77.5559,16,5
2492,13.0694 ,77.5230,24,9
2493,12.8812 ,77.6063,22,4
2494,12.9524 ,77.6645,25,5
2495,12.8857 ,77.5351,20,4
2496,12.8713 ,77.6724,20,3
2497,12.8519 ,77.6456,28,4
2498,12.9203 ,77.6725,23,3
2499,13.0949 ,77.6981,32,5
2500,12.8423 ,77.5494,29,5
2501,12.9557 ,77.5688,30,5
2502,12.9567 ,77.5017,35,4
2503,12.9319 ,77.5544,31,2
2504,12.9000 ,77.7368,18,1
2505,13.0034 ,77.5394,21,6
2506,12.8783 ,77.5582,23,1
2507,12.9679 ,77.6830,30,10
2508,12.9708 ,77.5648,16,9
2509,13.0714 ,77.5163,28,2
2510,13.0207 ,77.5769,30,5
2511,12.9212 ,77.7282,29,9
2512,12.9196 ,77.5616,21,4
2513,12.9474 ,77.6864,33,7
2514,13.0065 ,77.7133,31,5
2515,13.0474 ,77.5653,33,8
2516,12.9920 ,77.7207,33,8
2517,12.8844 ,77.7110,22,7
2518,12.9632 ,77.5209,30,1
2519,12.8470 ,77.6830,25,2
2520,12.9453 ,77.5936,15,6
2521,13.0257 ,77.7446,34,2
2522,13.0483 ,77.5861,35,7
2523,12.8911 ,77.6941,17,10
2524,12.9678 ,77.6499,21,1
2525,12.8949 ,77.7153,26,1
2526,12.9640 ,77.5023,26,6
2527,13.0186 ,77.6185,33,10
2528,13.0549 ,77.6296,32,2
2529,13.0696 ,77.6418,20,3
2530,13.0152 ,77.7390,26,9
2531,12.9532 ,77.7271,22,2
2532,12.8620 ,77.5376,22,4
2533,13.0194 ,77.7465,34,5
2534,13.0511 ,77.6988,34,6
2535,13.0107 ,77.7051,25,2
2536,12.9229 ,77.5057,24,9
2537,12.9036 ,77.5002,32,4
2538,13.0606 ,77.7196,32,9
2539,12.9733 ,77.4995,35,3
2540,12.9886 ,77.6283,21,9
2541,12.9559 ,77.7454,35,1
2542,12.8706 ,77.7179,22,6
2543,12.8815 ,77.4890,35,6
2544,13.0284 ,77.6200,23,8
2545,12.9042 ,77.5180,21,7
2546,13.0197 ,77.6060,21,1
2547,12.8726 ,77.7304,33,1
2548,12.9554 ,77.7260,34,1
2549,12.9953 ,77.7419,16,10
2550,13.0962 ,77.6116,18,9
2551,13.0565 ,77.5706,27,10
2552,12.9275 ,77.6851,17,8
2553,13.0652 ,77.5957,33,9
2554,12.9135 ,77.5372,35,2
2555,12.9128 ,77.6009,30,8
2556,12.8811 ,77.6045,19,10
2557,12.8563 ,77.7383,29,8
2558,12.9645 ,77.5409,27,7
2559,12.8699 ,77.6794,20,10
2560,12.8707 ,77.7380,15,4
2561,13.0337 ,77.5010,22,3
2562,12.9805 ,77.5409,31,3
2563,12.8555 ,77.7157,27,6
2564,12.9829 ,77.5831,21,7
2565,13.0382 ,77.6674,35,4
2566,12.9867 ,77.5875,32,3
2567,12.9398 ,77.5571,17,3
2568,13.0340 ,77.5254,17,4
2569,12.8795 ,77.7214,31,3
2570,13.0869 ,77.5177,34,9
2571,12.8708 ,77.7214,28,4
2572,12.8736 ,77.5928,21,9
2573,12.9491 ,77.6863,33,10
2574,12.8917 ,77.5067,33,6
2575,12.8745 ,77.5260,23,4
2576,13.0914 ,77.5433,35,6
2577,13.0724 ,77.7416,15,6
2578,13.0752 ,77.4904,32,2
2579,13.0025 ,77.7388,15,5
2580,12.8921 ,77.6688,24,6
2581,12.9681 ,77.6127,28,6
2582,13.0686 ,77.7251,15,4
2583,12.9086 ,77.6377,15,2
2584,12.8635 ,77.6123,18,4
2585,12.9654 ,77.6272,24,5
2586,12.9222 ,77.5017,18,3
2587,12.9101 ,77.6683,18,10
2588,12.9046 ,77.5099,34,2
2589,13.0403 ,77.5977,29,5
2590,12.9799 ,77.6109,18,9
2591,12.8873 ,77.5217,33,8
2592,12.9590 ,77.5530,26,1
2593,12.8986 ,77.5755,34,5
2594,13.0107 ,77.5511,34,5
2595,12.9749 ,77.5391,22,8
2596,12.8630 ,77.5691,20,2
2597,12.9486 ,77.6257,17,10
2598,13.0770 ,77.6055,22,1
2599,12.8549 ,77.5221,25,5
2600,12.9428 ,77.4925,35,6
2601,12.8727 ,77.4867,23,10
2602,12.9763 ,77.7315,32,2
2603,13.0755 ,77.6108,21,2
2604,12.8950 ,77.6112,25,3
2605,12.8646 ,77.5387,19,5
2606,13.0203 ,77.7132,30,9
2607,12.9169 ,77.7487,35,2
2608,12.9016 ,77.7398,34,3
2609,12.8409 ,77.6093,20,6
2610,13.0872 ,77.5114,33,2
2611,12.9534 ,77.7343,32,4
2612,13.0714 ,77.6583,20,1
2613,13.0442 ,77.6947,29,4
2614,13.0322 ,77.5044,34,5
2615,13.0490 ,77.4868,32,9
2616,13.0261 ,77.5501,24,5
2617,13.0163 ,77.6126,21,8
2618,13.0524 ,77.5385,27,6
2619,12.8521 ,77.6940,28,10
2620,12.8536 ,77.7184,31,9
2621,12.8501 ,77.5030,26,3
2622,12.9376 ,77.6284,28,9
2623,13.0823 ,77.5276,28,4
2624,12.9667 ,77.5427,26,8
2625,12.9648 ,77.5540,35,6
2626,12.9449 ,77.6664,25,8
2627,12.9134 ,77.7148,28,6
2628,13.0705 ,77.5513,33,8
2629,13.0200 ,77.5861,34,8
2630,12.9062 ,77.6303,32,10
2631,13.0561 ,77.6035,27,4
2632,12.9353 ,77.7383,35,8
2633,13.0110 ,77.6344,26,2
2634,12.9224 ,77.6170,22,4
2635,12.9781 ,77.6709,22,8
2636,12.8873 ,77.7348,21,3
2637,12.8586 ,77.6696,15,8
2638,12.8624 ,77.5280,32,2
2639,12.8605 ,77.5052,23,5
2640,12.9793 ,77.5810,31,5
2641,13.0447 ,77.6890,33,8
2642,12.9652 ,77.6004,16,5
2643,12.9336 ,77.6605,33,4
2644,13.0790 ,77.5899,34,2
2645,12.9260 ,77.4890,17,6
2646,13.0014 ,77.6528,30,8
2647,12.8767 ,77.6506,31,3
2648,13.0342 ,77.7063,21,6
2649,12.9867 ,77.4893,19,5
2650,12.9471 ,77.5428,19,5
2651,13.0150 ,77.5953,16,8
2652,13.0941 ,77.7116,23,8
2653,13.0893 ,77.6895,24,10
2654,12.9240 ,77.7110,25,10
2655,12.9125 ,77.7130,24,9
2656,13.0513 ,77.4836,23,9
2657,13.0295 ,77.6328,28,6
2658,13.0126 ,77.5484,31,2
2659,13.0500 ,77.6748,22,7
2660,13.0929 ,77.6462,33,3
2661,12.8416 ,77.7125,15,2
2662,12.8805 ,77.6928,22,5
2663,12.9160 ,77.7355,19,3
2664,13.0187 ,77.6953,25,3
2665,13.0800 ,77.6190,16,7
2666,12.9461 ,77.6346,23,2
2667,13.0186 ,77.6989,20,4
2668,12.9245 ,77.7001,24,5
2669,12.9007 ,77.5017,19,9
2670,13.0410 ,77.6845,27,7
2671,13.0946 ,77.7360,21,10
2672,12.9999 ,77.5411,27,3
2673,13.0423 ,77.6748,34,4
2674,13.0587 ,77.6771,28,1
2675,12.8782 ,77.5856,25,7
2676,12.9888 ,77.6152,22,6
2677,12.8938 ,77.5547,25,10
2678,13.0291 ,77.5153,16,10
2679,12.9996 ,77.7157,24,8
2680,13.0913 ,77.5605,27,6
2681,13.0419 ,77.7066,25,3
2682,12.9484 ,77.6118,17,2
2683,12.9356 ,77.6071,29,9
2684,13.0714 ,77.6439,25,9
2685,12.9558 ,77.6311,27,1
2686,12.9761 ,77.5798,18,2
2687,12.9066 ,77.7143,18,4
2688,13.0303 ,77.5632,15,4
2689,12.8909 ,77.5850,30,6
2690,12.8893 ,77.6701,33,9
2691,12.8850 ,77.5111,22,8
2692,12.9084 ,77.6081,27,2
2693,12.8488 ,77.5289,33,8
2694,12.9798 ,77.6229,23,9
2695,12.8533 ,77.4905,24,3
2696,13.0704 ,77.5718,16,7
2697,12.9465 ,77.4992,33,8
2698,12.9825 ,77.4934,18,8
2699,12.9184 ,77.5881,17,5
2700,12.9588 ,77.5251,20,1
2701,13.0310 ,77.6880,27,3
2702,12.9086 ,77.6558,17,3
2703,13.0965 ,77.6549,15,4
2704,12.9777 ,77.5629,18,1
2705,12.9346 ,77.5015,21,7
2706,12.8772 ,77.6031,30,1
2707,12.8833 ,77.6298,30,7
2708,12.9558 ,77.7491,34,8
2709,13.0180 ,77.5807,19,4
2710,13.0104 ,77.6242,15,2
2711,13.0827 ,77.7164,29,4
2712,12.9477 ,77.5502,35,2
2713,12.9959 ,77.7082,35,8
2714,13.0763 ,77.7172,23,6
2715,13.0123 ,77.7344,23,8
2716,12.9743 ,77.7225,15,3
2717,12.8621 ,77.5508,30,8
2718,13.0099 ,77.6354,20,1
2719,12.9939 ,77.6397,30,9
2720,12.8640 ,77.6518,23,3
2721,12.8842 ,77.5697,32,4
2722,13.0245 ,77.7473,16,7
2723,13.0498 ,77.6465,25,10
2724,12.8849 ,77.5983,27,6
2725,12.9359 ,77.5809,26,7
2726,12.9115 ,77.7061,30,1
2727,12.9342 ,77.6786,30,10
2728,13.0322 ,77.7189,29,1
2729,12.9819 ,77.7442,27,1
2730,12.8480 ,77.5719,32,6
2731,12.9810 ,77.7382,23,5
2732,13.0567 ,77.6523,35,10
2733,12.9602 ,77.5567,23,8
2734,12.9704 ,77.5380,21,5
2735,13.0681 ,77.6202,27,1
2736,13.0179 ,77.6871,23,5
2737,12.8981 ,77.5582,33,2
2738,12.9515 ,77.5562,19,1
2739,12.8703 ,77.5032,15,5
2740,13.0647 ,77.5213,33,4
2741,12.8888 ,77.7288,27,4
2742,12.9365 ,77.5964,26,4
2743,12.9930 ,77.4955,35,6
2744,12.9691 ,77.5227,23,9
2745,12.8403 ,77.6161,31,7
2746,12.9123 ,77.7499,29,10
2747,12.9915 ,77.6224,25,10
2748,13.0603 ,77.7174,26,8
2749,12.8484 ,77.5515,25,4
2750,13.0256 ,77.7432,19,8
2751,13.0046 ,77.5795,33,10
2752,13.0168 ,77.7091,23,8
2753,12.8676 ,77.5818,24,5
2754,13.0343 ,77.6763,18,8
2755,12.9645 ,77.6078,26,5
2756,13.0388 ,77.7244,25,7
2757,12.9382 ,77.6369,29,3
2758,12.8777 ,77.6140,27,7
2759,12.9199 ,77.5153,24,3
2760,12.9635 ,77.4945,24,4
2761,12.9885 ,77.5849,34,1
2762,12.8448 ,77.7248,22,1
2763,12.9828 ,77.6975,32,3
2764,12.9988 ,77.6707,24,7
2765,13.0807 ,77.7354,22,3
2766,12.9151 ,77.6237,15,10
2767,13.0278 ,77.7281,19,10
2768,12.8916 ,77.7268,32,8
2769,13.0061 ,77.6022,23,8
2770,12.9314 ,77.5986,32,1
2771,13.0454 ,77.5952,29,7
2772,12.9417 ,77.7128,35,7
2773,13.0667 ,77.6231,18,5
2774,12.9644 ,77.6797,28,5
2775,13.0785 ,77.5947,30,8
2776,12.9137 ,77.7394,20,10
2777,12.8470 ,77.7449,21,5
2778,12.8563 ,77.5862,18,7
2779,12.9663 ,77.6479,24,1
2780,12.9668 ,77.5678,34,7
2781,13.0552 ,77.6506,19,1
2782,13.0900 ,77.6898,20,10
2783,13.0306 ,77.6881,29,4
2784,13.0549 ,77.7168,33,3
2785,12.8660 ,77.6435,26,8
2786,12.9302 ,77.4955,22,7
2787,13.0391 ,77.7002,27,5
2788,13.0673 ,77.6045,17,2
2789,13.0036 ,77.5749,16,9
2790,12.8589 ,77.6691,25,4
2791,12.8965 ,77.6610,20,2
2792,13.0995 ,77.7348,24,5
2793,12.9980 ,77.6374,33,9
2794,13.0354 ,77.7319,24,1
2795,13.0288 ,77.6796,28,10
2796,12.9456 ,77.6523,24,1
2797,12.9223 ,77.5126,35,5
2798,13.0330 ,77.5316,15,6
2799,12.8889 ,77.5826,30,1
2800,12.9029 ,77.5520,15,3
2801,12.9010 ,77.5594,15,9
2802,13.0562 ,77.6480,35,5
2803,12.8477 ,77.5276,31,8
2804,13.0031 ,77.6840,30,8
2805,12.8995 ,77.4959,26,6
2806,13.0892 ,77.4926,34,7
2807,12.9007 ,77.5629,31,10
2808,12.9947 ,77.5219,33,2
2809,12.8805 ,77.6514,16,5
2810,13.0489 ,77.6450,16,6
2811,12.9698 ,77.7397,31,9
2812,12.8457 ,77.4884,35,9
2813,13.0508 ,77.7202,27,8
2814,13.0825 ,77.5932,16,1
2815,12.8553 ,77.5721,19,1
2816,12.9335 ,77.7337,33,9
2817,12.9558 ,77.6884,34,2
2818,13.0618 ,77.5258,16,3
2819,12.9027 ,77.5213,25,6
2820,12.9515 ,77.7355,33,1
2821,13.0367 ,77.6574,23,1
2822,13.0761 ,77.5174,16,6
2823,12.8401 ,77.7375,24,2
2824,12.8951 ,77.6917,29,1
2825,13.0972 ,77.7382,19,9
2826,12.9871 ,77.5779,30,5
2827,12.8678 ,77.4974,27,1
2828,13.0495 ,77.7163,28,5
2829,13.0839 ,77.4913,29,6
2830,13.0910 ,77.5770,35,10
2831,13.0021 ,77.5743,24,5
2832,12.8884 ,77.5375,18,5
2833,13.0037 ,77.6159,26,7
2834,12.9890 ,77.5513,17,6
2835,13.0692 ,77.6801,33,4
2836,12.8749 ,77.5923,26,7
2837,13.0854 ,77.5243,31,4
2838,12.8533 ,77.6745,30,10
2839,13.0688 ,77.4874,35,7
2840,13.0617 ,77.7041,33,4
2841,12.9206 ,77.5189,20,1
2842,13.0230 ,77.5361,23,10
2843,12.8865 ,77.6700,23,7
2844,13.0964 ,77.4857,33,9
2845,13.0111 ,77.6898,32,8
2846,12.9987 ,77.5317,25,5
2847,12.9541 ,77.5891,16,8
2848,12.8564 ,77.7130,29,3
2849,12.9509 ,77.5534,31,9
2850,12.8746 ,77.4956,28,10
2851,13.0410 ,77.6581,30,6
2852,12.8426 ,77.5550,30,10
2853,12.9597 ,77.4964,35,8
2854,13.0009 ,77.6340,31,6
2855,12.9349 ,77.6861,26,7
2856,13.0687 ,77.5727,24,2
2857,12.9669 ,77.6328,17,6
2858,13.0064 ,77.7382,29,5
2859,12.9652 ,77.5773,17,4
2860,13.0387 ,77.6703,16,1
2861,12.8905 ,77.6389,33,3
2862,12.8816 ,77.6399,35,1
2863,12.9038 ,77.6116,31,5
2864,12.8761 ,77.7431,20,7
2865,12.9304 ,77.6074,27,7
2866,13.0132 ,77.5857,15,5
2867,12.8404 ,77.6487,33,10
2868,13.0235 ,77.5119,24,8
2869,12.8548 ,77.4933,35,10
2870,12.9720 ,77.5546,21,3
2871,12.9236 ,77.5729,29,6
2872,12.9283 ,77.5926,32,1
2873,13.0366 ,77.5447,31,8
2874,12.8401 ,77.6168,25,2
2875,13.0706 ,77.6292,27,10
2876,12.9607 ,77.5943,19,6
2877,12.8511 ,77.5505,24,8
2878,12.9553 ,77.6448,17,8
2879,13.0449 ,77.7289,25,1
2880,13.0950 ,77.5490,35,4
2881,12.9702 ,77.6775,27,6
2882,13.0472 ,77.6506,34,9
2883,12.9582 ,77.5379,33,6
2884,12.9479 ,77.5702,35,6
2885,12.9286 ,77.5685,28,6
2886,12.9767 ,77.4962,34,1
2887,13.0081 ,77.7330,21,2
2888,13.0777 ,77.5960,25,9
2889,12.8834 ,77.6276,31,9
2890,12.9358 ,77.5793,35,1
2891,12.9769 ,77.6160,33,9
2892,12.9191 ,77.5932,22,10
2893,13.0659 ,77.5967,16,6
2894,13.0316 ,77.7029,32,8
2895,12.9529 ,77.6779,17,2
2896,13.0656 ,77.6330,27,9
2897,12.9112 ,77.5819,25,6
2898,12.8584 ,77.5418,21,9
2899,12.9139 ,77.6026,33,5
2900,12.9065 ,77.5698,30,4
2901,12.9470 ,77.6316,15,1
2902,12.8529 ,77.6690,20,8
2903,13.0629 ,77.7398,28,1
2904,13.0600 ,77.6283,16,8
2905,12.9122 ,77.7467,23,6
2906,12.8826 ,77.6916,26,2
2907,12.8980 ,77.5839,29,8
2908,12.9539 ,77.6563,29,10
2909,13.0664 ,77.5735,19,5
2910,12.9689 ,77.6800,29,3
2911,12.8735 ,77.6908,20,8
2912,13.0748 ,77.7308,29,10
2913,13.0686 ,77.6231,18,1
2914,12.9651 ,77.4871,31,9
2915,12.9234 ,77.5455,20,10
2916,12.9051 ,77.6946,31,5
2917,12.9308 ,77.6789,19,4
2918,13.0136 ,77.5096,15,5
2919,12.9250 ,77.5603,21,10
2920,13.0561 ,77.5493,30,1
2921,12.9619 ,77.6105,27,4
2922,12.8460 ,77.6035,18,2
2923,12.9854 ,77.5224,18,6
2924,13.0520 ,77.5679,23,3
2925,13.0593 ,77.6471,16,1
2926,13.0030 ,77.5990,19,5
2927,12.9677 ,77.6551,27,7
2928,13.0493 ,77.5857,22,1
2929,13.0447 ,77.4967,29,4
2930,12.9961 ,77.5726,33,2
2931,12.9568 ,77.5566,35,9
2932,13.0742 ,77.6214,28,7
2933,12.8582 ,77.6049,28,2
2934,13.0780 ,77.5933,17,5
2935,12.8487 ,77.6932,20,7
2936,12.9858 ,77.7126,15,2
2937,13.0770 ,77.5336,25,3
2938,12.8944 ,77.5373,20,4
2939,13.0315 ,77.7200,15,1
2940,13.0073 ,77.5557,16,8
2941,12.9317 ,77.6936,19,4
2942,12.9521 ,77.6043,24,8
2943,12.9811 ,77.6713,17,3
2944,13.0203 ,77.5274,22,9
2945,13.0953 ,77.5362,19,1
2946,12.8790 ,77.6582,31,8
2947,12.9286 ,77.4841,25,1
2948,12.8749 ,77.6282,34,4
2949,12.9513 ,77.6369,25,8
2950,12.9644 ,77.4848,33,5
2951,12.9644 ,77.4885,32,7
2952,12.9238 ,77.7293,19,5
2953,12.8673 ,77.5829,27,8
2954,13.0826 ,77.5864,29,4
2955,12.8496 ,77.7070,26,10
2956,13.0701 ,77.6876,22,1
2957,12.8590 ,77.6991,33,10
2958,12.8642 ,77.7312,34,6
2959,13.0120 ,77.5822,23,6
2960,12.9661 ,77.6488,30,1
2961,12.8532 ,77.6136,32,8
2962,12.8716 ,77.6997,30,1
2963,12.9165 ,77.5212,26,5
2964,12.8764 ,77.4899,24,4
2965,12.8990 ,77.5089,15,7
2966,12.9149 ,77.4964,30,3
